82,276,50,3888
90,210,195,9828
126,311,281,25920
45,261,55,1836
335,466,323,119070
246,370,391,86400
295,243,381,65664
342,348,38,13068
384,318,496,133920
196,161,354,29601
390,69,155,11250
448,89,25,3024
369,192,295,49248
309,365,383,99360
352,399,315,99000
266,138,47,4131
157,464,307,52200
487,177,154,33480
206,154,285,21060
442,414,450,190008
306,188,393,54000
359,82,97,8694
366,366,107,33327
272,164,268,28611
72,267,452,22185
321,297,336,75411
134,136,353,16767
93,108,371,9072
224,56,140,4536
475,337,35,17820
441,95,467,45360
399,124,396,45000
225,216,463,54810
86,267,306,18360
436,388,333,132300
468,178,245,51840
93,413,131,12636
29,114,58,576
39,32,51,216
51,90,410,5616
345,39,375,14256
424,270,140,37179
372,276,476,116640
208,20,376,5616
58,378,369,20736
297,281,245,49248
152,368,400,51750
353,306,367,95220
83,194,384,16848
82,76,124,2160
197,482,412,94302
177,141,413,25272
348,157,299,37620
208,375,88,16848
75,238,410,17550
377,330,216,63504
282,278,36,8748
468,282,225,72900
329,230,181,34020
324,30,204,4914
28,193,177,2808
458,104,392,45675
263,256,375,58752
126,294,48,4104
359,43,260,10557
319,35,200,7020
172,271,398,42075
265,476,271,78030
379,437,85,36288
132,20,269,2754
162,482,41,9207
158,60,224,5040
89,334,83,6804
144,84,334,10206
244,373,255,55296
473,40,22,1620
310,329,414,98280
452,79,413,33930
33,354,484,19251
183,359,211,34776
392,108,287,28350
302,248,343,60192
271,202,457,57681
260,63,448,17136
461,101,474,54810
262,424,70,20655
110,148,322,13230
201,64,415,12168
493,130,302,47709
88,58,466,6480
167,109,329,14553
118,235,158,10800
57,137,186,3888
393,240,103,23625
176,431,90,16038
139,228,28,2430
453,38,66,3915
481,163,457,89001
342,259,474,100980
434,440,463,204624
71,365,361,23805
61,467,372,25920
183,308,382,51840
128,235,234,16200
177,293,242,32832
354,221,407,75348
79,266,299,14535
374,157,253,34560
371,29,258,7344
383,105,142,13608
77,473,471,40500
274,130,25,2916
322,35,209,7938
393,26,249,7200
222,176,147,13860
240,315,145,27000
475,156,131,24300
121,314,195,18720
290,217,182,28728
109,137,22,1134
363,455,470,180090
365,290,106,27531
477,480,227,121500
423,443,138,61236
214,433,93,21168
260,52,296,11628
301,134,355,35397
128,87,432,11664
37,138,474,7290
108,105,479,13230
259,360,309,70380
319,152,280,32400
238,304,180,30780
382,153,305,43200
395,181,101,18900
216,377,374,72576
252,308,34,8640
368,346,130,40986
280,381,27,7776
306,361,473,124200
410,160,486,72540
62,153,210,5040
177,132,204,12636
401,217,373,78624
437,311,66,25200
483,98,140,17577
378,47,274,11664
362,239,469,93150
439,492,448,218736
136,145,258,13770
456,220,496,113274
472,480,314,162000
263,190,21,3672
150,35,169,2970
398,328,311,94500
205,232,127,14040
139,472,348,53460
46,40,262,1377
289,186,137,18468
476,226,140,36450
436,40,85,4536
194,54,275,8424
262,282,39,8262
21,25,407,936
423,394,258,103275
275,196,360,48438
172,54,129,3564
480,282,473,145800
380,254,466,103680
73,355,113,8280
44,400,462,19575
125,96,258,7344
444,270,98,29988
292,270,318,58140
176,251,126,12672
284,143,266,24786
351,381,48,14256
184,29,41,648
125,24,238,2160
190,365,457,72036
233,142,79,6075
174,48,401,7722
255,329,445,84672
448,281,27,9072
272,161,298,31977
51,177,59,1728
105,364,198,18837
430,219,131,30618
457,482,344,178002
205,248,363,43056
396,244,65,18000
22,196,135,2106
266,235,213,32130
206,236,117,14040
445,100,471,52920
457,212,350,80388
364,486,192,77004
93,467,236,24300
174,489,301,58311
301,347,190,45144
252,161,192,19008
364,401,224,75348
284,358,66,18630
404,204,299,57798
99,176,472,20790
279,340,106,24948
308,331,169,41580
63,69,324,3780
82,215,133,6804
445,66,178,15120
370,27,114,3456
434,37,461,21924
222,52,22,1008
320,166,331,41580
434,330,431,142884
373,120,31,3456
337,362,359,104742
93,267,271,15606
107,365,411,37674
250,325,218,42336
134,30,380,3888
92,462,138,14094
134,443,408,58968
359,155,282,37260
424,351,102,37422
315,481,242,89280
269,210,373,51408
159,471,172,29700
272,182,310,36720
82,400,66,6750
340,417,428,144342
356,91,320,24840
186,143,319,19440
467,189,469,97200
339,114,399,39600
447,73,178,15120
408,444,319,131040
408,103,180,19656
244,311,96,17280
106,317,453,36540
440,75,341,27720
300,77,241,13680
54,164,215,5544
319,193,492,72540
222,255,319,40320
491,468,190,100440
440,428,375,163296
406,150,59,9360
147,267,85,9180
397,382,179,64800
296,77,259,14535
391,384,310,108000
156,309,487,55800
168,89,178,7128
208,224,123,13104
262,180,120,14688
486,315,169,61380
211,443,341,77616
154,28,405,4680
71,287,309,16200
438,192,271,51408
226,460,152,39150
95,20,315,2160
105,222,435,24696
28,366,116,3312
427,478,318,145800
412,63,416,24336
315,437,429,136080
462,57,160,10440
450,269,221,62118
209,272,146,21420
255,313,210,40320
76,261,385,19125
127,279,320,25920
276,371,50,15552
419,363,70,27945
303,211,387,59850
95,35,39,486
449,426,91,42282
467,430,52,29160
103,158,170,6930
54,69,300,3420
318,307,448,100800
154,405,61,9360
183,315,131,19440
242,470,242,69120
115,387,454,52200
225,220,268,32130
98,33,290,3591
330,245,101,21168
369,343,352,104544
308,21,258,6120
272,221,460,62118
187,23,303,4104
163,51,333,8316
235,476,463,117450
339,99,36,4158
184,166,126,9504
194,90,429,18954
142,44,414,6318
369,397,382,129600
209,313,352,55440
435,466,99,52920
47,200,485,10881
176,130,262,15147
257,358,455,102051
266,86,148,9180
96,190,305,12960
87,255,31,1728
30,168,311,3960
408,102,294,31122
211,485,355,89838
216,432,49,13608
245,352,164,34848
182,488,127,26784
126,221,140,9072
437,399,56,25200
62,281,451,18792
425,405,259,107406
345,185,368,54648
376,336,94,27216
425,209,377,81648
270,195,412,51714
425,139,469,65610
159,496,190,33480
367,106,296,27531
153,306,155,18000
451,426,396,176175
448,417,275,122472
281,38,423,13122
234,146,336,28350
43,236,480,12150
101,261,466,32130
283,395,359,93150
168,369,102,16632
243,401,100,26208
96,152,246,8640
285,101,177,13608
391,145,411,58500
431,474,56,29160
53,368,384,19872
170,347,144,19602
353,414,59,21528
132,263,184,16524
341,284,284,64152
212,250,467,60480
86,480,208,21060
446,103,422,47628
448,221,379,84672
63,324,310,15120
494,428,225,112995
260,473,426,123930
271,342,159,33660
258,488,450,137547
406,48,471,21060
142,126,352,14256
189,46,113,2592
482,355,79,32085
23,81,421,2916
392,159,79,11250
372,217,426,81648
304,268,247,46512
201,457,269,57681
434,461,469,219240
121,185,287,15552
347,484,396,153450
321,303,248,57456
295,132,255,24624
455,147,301,49590
334,498,110,42336
395,71,209,15750
169,397,149,24750
407,236,185,42120
499,161,214,44352
96,71,46,810
255,77,197,9360
21,47,173,594
459,257,22,8874
61,46,128,864
365,454,441,168084
376,45,377,15552
86,199,83,4212
269,448,284,77112
316,293,265,58140
279,492,305,100440
103,121,432,13608
313,209,236,37800
330,34,344,12474
50,35,151,1080
442,498,429,217728
244,402,165,41184
321,170,229,31185
484,249,394,111600
301,474,123,41040
167,77,488,15345
200,470,248,56160
377,313,235,64800
344,399,224,69300
401,311,394,117000
381,241,332,72576
376,82,242,20736
388,320,362,103500
239,45,398,10125
317,245,139,25920
465,443,439,211680
380,269,138,33048
76,392,479,33750
318,378,265,73440
488,434,254,124992
352,279,373,85536
207,73,136,5265
229,347,273,53460
154,265,431,41310
224,427,333,71442
75,91,464,7830
325,22,95,2268
233,224,98,13230
354,252,240,49680
79,186,347,11880
186,355,473,74520
193,152,159,11700
197,369,150,28080
95,254,369,20736
143,450,119,18792
95,200,330,14742
113,475,274,38880
42,388,398,16875
369,183,184,31104
480,115,67,10800
323,302,314,71820
29,401,206,6084
35,121,78,1080
263,211,467,64260
229,458,485,121365
178,481,317,66960
403,289,235,66690
275,162,432,48114
95,48,231,2430
489,197,439,101556
310,404,113,37440
35,425,465,21870
246,212,384,48384
331,151,111,13230
358,292,435,110124
85,393,153,13500
313,93,53,4320
182,94,479,19440
454,125,63,8352
348,401,296,97812
52,155,487,11160
422,479,385,182250
390,422,289,115425
315,216,42,7560
450,55,329,21924
84,281,215,13608
416,259,243,63648
317,204,286,42120
128,160,164,7920
227,104,119,7560
332,161,207,27027
494,137,373,60264
156,167,366,22770
291,91,419,27702
498,428,272,132192
136,337,212,24948
91,418,333,30618
169,362,430,61479
472,373,403,168480
80,380,323,22680
468,310,463,156600
451,109,175,20097
158,116,235,10800
85,221,80,3780
430,181,128,23328
256,456,24,8352
80,286,321,17010
92,407,338,30888
162,310,112,13860
372,162,424,64152
190,31,112,1512
333,85,358,26082
365,399,247,82800
258,248,305,48960
417,22,153,4860
329,478,476,170100
81,191,284,11664
482,327,31,11718
261,491,66,23715
340,294,107,26334
219,157,378,30240
487,97,194,25389
50,142,211,4536
470,96,374,38880
34,275,197,6318
142,191,465,29160
365,106,377,34776
83,109,350,8316
450,246,339,91872
51,198,58,1872
305,26,215,5040
25,357,117,3312
385,473,285,121500
413,334,332,103194
217,53,135,4536
430,108,174,18711
312,33,316,10800
26,392,240,6750
130,311,455,46980
150,90,447,15120
20,47,122,432
182,34,317,6480
217,387,421,85050
371,172,427,64152
414,106,306,32760
410,466,112,49140
372,97,487,46872
371,366,77,24840
372,272,360,84456
347,233,481,92070
279,375,45,11664
243,450,427,112752
338,96,340,26136
273,286,135,26244
234,342,378,71280
137,311,257,27540
62,500,103,8064
343,243,457,91872
310,293,348,75240
215,56,237,7560
453,131,247,37584
375,89,373,31104
99,361,42,4347
480,193,228,52650
312,283,313,64800
255,198,36,5616
67,73,495,6975
260,443,194,55692
349,383,163,52272
220,83,156,7560
428,201,417,85293
143,121,278,11664
305,83,319,21600
189,177,276,23328
350,210,357,63756
381,433,396,151200
471,61,354,24840
383,230,290,61560
279,347,223,49896
398,112,490,48825
78,232,148,6750
233,34,481,12555
389,326,435,132300
393,152,445,63000
20,263,353,7038
380,270,353,84456
393,163,115,19800
497,165,41,9504
287,352,96,21384
199,231,58,7020
306,61,401,18720
155,105,124,5040
256,45,98,3024
292,404,399,111150
173,234,228,22275
65,349,417,26730
489,288,392,125550
161,95,168,6534
483,170,359,70587
384,25,311,8640
158,461,102,18270
469,470,256,129600
216,46,103,2646
439,494,240,117180
276,42,123,3888
404,423,58,25272
417,314,452,140940
123,219,151,10080
349,420,205,69498
291,228,452,74385
401,374,311,112320
123,105,283,9072
440,192,419,81648
465,220,494,117180
224,210,241,28224
143,212,54,4536
463,78,308,26100
377,153,369,51840
476,340,54,23760
240,335,140,25515
224,72,381,15120
384,362,127,39744
179,304,32,4104
417,348,402,138996
246,62,223,8064
259,353,177,42228
146,169,236,14850
31,400,292,8550
76,314,63,3600
320,101,320,25200
204,241,441,52416
392,300,220,59850
217,255,425,54432
416,197,22,6084
157,437,468,75600
291,441,225,71820
130,231,320,24300
445,48,408,19656
36,288,193,6318
298,368,301,74727
139,477,97,17010
387,196,314,58500
266,337,114,26928
280,24,273,5832
334,369,136,40824
284,179,404,50544
340,224,460,80388
86,130,173,5346
102,96,320,7560
269,100,431,28917
312,152,366,41400
366,263,79,17595
67,200,124,4680
190,455,311,62640
341,91,311,23760
243,307,108,20160
309,438,30,10080
499,92,413,44928
273,63,489,20088
116,132,459,18792
209,145,246,20160
300,304,391,81225
493,185,175,36828
336,201,485,76167
383,82,68,6480
326,37,114,4536
188,258,45,5508
42,290,115,4104
351,197,310,51480
349,87,431,32076
458,186,280,56376
492,303,120,42408
331,193,275,44226
262,393,352,84150
169,156,71,4950
209,192,465,45360
72,328,192,11340
389,229,371,81000
499,104,404,52416
241,411,381,89856
288,363,414,96876
428,88,416,37908
231,235,402,52650
476,378,271,110160
367,463,36,18009
212,372,279,54432
409,134,298,40014
464,362,132,54027
381,185,132,23328
24,446,251,8064
38,254,449,12528
350,247,394,79200
41,303,212,7182
191,298,288,36936
195,446,43,9828
465,411,95,42120
131,414,29,4212
348,55,241,12672
490,214,306,78120
105,106,419,11907
50,166,388,9900
436,323,190,63504
451,265,483,137547
24,361,249,6624
493,23,70,2790
221,133,330,23814
379,208,265,47736
135,315,418,43740
316,262,422,82620
379,368,311,99360
383,52,346,19008
76,290,104,5985
408,287,45,12636
312,286,177,38880
493,152,386,69750
435,341,30,11088
427,360,105,39123
185,447,69,15120
239,409,179,42120
465,384,184,77760
162,491,77,15345
93,224,281,13608
183,331,124,18144
405,90,167,15444
253,496,305,89280
244,484,32,8928
476,20,343,11880
229,434,261,64260
133,88,229,7290
235,359,90,18630
346,243,292,60192
473,417,390,182250
385,243,143,32400
98,230,242,15120
349,263,70,16830
212,431,135,30618
451,354,152,60030
496,124,88,13392
89,137,81,2916
320,141,394,40500
73,54,24,360
292,118,341,30096
22,494,108,3906
366,481,159,64170
140,406,204,27378
467,317,441,151200
259,284,153,27540
237,377,466,97200
492,304,129,47709
97,459,81,10962
60,305,421,19440
43,140,465,7290
304,148,268,29070
273,60,41,1944
426,430,79,32805
96,22,228,1620
138,447,452,65772
492,436,50,31248
134,298,53,6156
315,402,150,46800
496,217,233,58590
331,132,389,42525
184,443,344,66528
278,332,371,81648
48,451,404,20358
449,24,60,2088
330,236,72,14175
78,361,335,21735
367,436,72,28980
414,129,252,33696
319,497,348,126720
343,120,471,47520
381,250,165,38016
22,81,222,1512
194,493,461,105183
162,117,82,4752
232,351,190,35640
96,133,171,5346
475,382,319,129600
69,485,186,16740
234,355,275,55890
212,336,275,47628
218,143,403,29484
189,133,114,7776
120,415,86,11232
386,456,30,13050
128,293,382,32832
144,345,402,46332
224,197,450,47502
165,21,486,6138
377,49,184,10368
191,180,470,38880
452,256,64,16704
124,327,371,36288
91,445,202,19656
246,163,37,4752
290,219,496,74214
487,146,473,83700
324,229,93,17010
405,256,26,7488
337,375,85,28512
293,332,445,100548
436,164,116,22176
470,227,411,105300
110,443,375,42336
407,498,104,52416
47,403,55,2808
216,484,347,85932
303,174,216,26334
196,152,258,19890
34,187,154,3240
337,167,88,13068
132,437,350,49896
321,400,432,127575
341,398,102,34650
127,284,326,27216
445,413,275,117936
71,300,326,17955
33,276,174,5346
46,436,417,20412
464,367,162,66033
52,473,252,17280
445,98,195,22932
265,194,462,57681
381,190,328,54432
343,106,212,19404
98,331,202,17199
104,343,494,42966
346,435,490,171864
211,253,477,60480
69,208,156,5850
258,249,456,70992
121,33,426,5832
141,302,150,15390
298,149,90,10260
128,462,490,64728
301,72,327,17955
263,371,354,84456
351,436,94,33264
136,110,147,5670
73,272,70,3825
90,34,398,4050
253,225,100,15120
395,281,23,8100
422,151,298,46170
94,375,135,11664
78,139,318,8100
294,283,64,12312
493,248,131,40176
386,94,251,21600
316,296,429,92340
208,496,336,76167
481,208,163,39897
499,97,279,36288
420,416,390,157950
110,426,468,51030
117,66,187,4320
213,417,312,68040
135,264,255,22032
437,244,345,88704
491,249,185,53568
481,289,423,143127
169,384,142,21384
159,107,86,3780
149,194,267,19890
413,294,442,124488
361,20,195,5382
157,224,77,6300
491,280,436,140616
339,182,382,57024
284,221,305,45360
135,156,129,7290
95,160,340,11880
341,332,278,74844
488,275,74,25110
292,40,200,6669
238,379,218,45360
31,410,376,11232
41,106,329,3969
40,486,72,4185
490,229,80,20925
298,495,78,26505
236,179,223,22680
266,202,346,43758
497,108,292,38304
402,365,487,166842
82,305,205,14040
112,425,156,17010
254,220,149,20160
137,188,467,29160
207,208,467,45630
168,321,486,64449
168,424,165,29403
299,45,151,5130
319,221,41,7560
427,42,452,21141
277,286,153,29160
387,467,479,202500
481,153,217,39060
156,198,184,14040
213,26,92,1512
259,238,92,13770
202,163,490,39897
295,350,363,86526
468,266,493,142290
392,431,284,109350
21,274,243,5184
432,24,350,10692
339,47,75,2970
98,173,278,12474
96,207,315,14040
484,247,262,75888
267,68,260,13005
364,475,465,186300
287,40,222,6804
247,482,322,93744
472,424,171,80190
178,338,99,16632
30,486,370,13392
327,44,368,13041
45,280,433,13608
115,322,368,34776
359,487,187,77004
411,464,28,13572
261,136,276,24786
61,38,258,1836
460,53,323,21924
145,171,292,18810
99,319,415,32760
294,171,417,50787
256,303,35,8208
420,158,129,21870
130,103,34,1701
162,366,88,13662
140,85,296,9234
33,78,439,3780
173,355,227,34155
490,366,385,160425
190,146,364,24840
439,39,184,9072
366,37,209,8694
409,205,499,97344
493,21,38,1674
229,427,23,7290
99,40,414,4914
193,186,102,9828
358,22,23,828
232,296,271,43605
446,389,486,195300
280,23,374,7776
145,309,246,28800
54,444,478,30240
194,434,308,65520
403,146,66,11700
50,193,465,14040
35,44,401,2106
305,325,385,94500
127,490,27,4464
54,462,245,16704
482,487,350,190278
342,453,196,74646
118,333,251,24192
226,417,90,21870
143,304,283,27702
205,126,200,12168
495,244,418,120528
229,490,354,96255
192,157,174,11880
108,375,41,4536
55,384,82,5184
213,105,475,26460
59,272,115,4896
453,280,395,117450
358,391,343,113850
95,172,429,16038
345,395,203,64350
289,80,141,7695
257,40,183,5508
247,181,199,22464
263,306,229,45900
95,306,335,22680
442,416,494,203112
77,36,205,1755
404,457,74,33930
177,206,58,5616
376,452,470,187920
149,35,407,7020
111,416,485,50778
42,176,402,7722
392,361,357,119025
226,302,133,23085
405,453,129,61074
343,23,174,4356
124,303,309,27360
46,91,49,648
228,142,270,20655
239,303,465,76950
108,62,41,756
288,310,354,74520
145,82,256,8640
480,101,248,30240
310,108,57,5040
354,300,39,11799
384,473,378,155520
476,290,351,112860
29,277,204,4212
375,258,318,73440
86,355,212,17388
73,97,167,3465
207,246,29,3744
291,199,24,4446
235,151,229,20250
492,472,269,142290
130,109,144,5103
484,461,209,113274
381,349,381,114048
418,421,314,131220
102,344,178,16632
310,61,333,15120
362,324,170,47817
295,148,371,41040
24,311,152,3600
104,456,290,34713
375,39,313,12960
474,485,298,159030
338,231,164,32670
219,56,171,5544
284,60,319,12960
131,61,381,7776
470,224,438,105840
361,410,280,96876
185,317,204,28080
136,485,237,37665
121,327,458,43848
291,472,489,159030
227,187,481,50220
271,454,315,88740
230,260,135,20655
271,123,355,28152
408,40,339,15444
93,440,267,25704
303,115,402,35568
38,93,279,2916
281,292,240,46170
455,371,50,25056
142,132,479,21870
131,238,119,9720
158,178,303,20520
76,57,49,720
344,129,365,40986
447,80,134,11340
347,83,96,7128
419,382,470,174960
31,336,206,4914
427,374,205,75816
435,208,95,19656
333,146,128,15120
467,382,261,110160
232,298,464,74385
270,200,422,53703
383,236,119,25920
366,498,271,112608
250,294,123,21888
181,243,233,25920
468,206,433,98280
72,456,197,16965
425,438,108,47628
118,34,105,1512
457,230,174,43065
201,195,344,33462
147,463,319,52200
217,186,214,21168
200,110,71,4095
111,264,396,26775
455,225,412,101790
46,475,431,21870
245,367,188,39744
193,344,161,28314
99,88,452,10962
59,293,256,10944
213,374,337,66528
150,164,418,26730
371,424,432,157464
157,96,126,4320
384,477,60,25920
442,390,109,44100
108,287,419,30618
493,379,74,33480
85,444,165,16632
77,54,284,3240
342,450,68,28710
419,374,275,104976
473,122,137,19440
128,471,55,8640
310,176,184,23760
397,375,132,48600
80,342,118,7920
244,247,173,25344
417,291,361,106191
220,412,314,65520
390,168,283,44550
379,160,100,15120
237,405,255,56160
68,439,79,6300
347,117,472,47520
402,200,251,48672
140,249,378,31104
417,41,32,1458
385,186,266,45900
110,478,126,15120
260,105,396,26775
62,126,80,1440
268,300,267,49419
451,414,400,169650
313,441,482,156240
363,336,155,43470
441,40,436,21168
460,26,439,14616
491,67,45,4185
119,382,25,3456
428,186,396,72900
255,295,256,43776
157,120,403,18720
299,210,58,9576
61,75,176,1980
121,295,226,20520
290,210,400,59850
29,54,498,2304
73,379,208,14040
370,244,412,89856
497,51,208,14976
148,334,347,41580
267,81,112,6426
458,94,183,18792
114,222,202,13104
242,136,193,16848
365,410,336,113022
272,390,32,7650
213,336,385,66150
107,462,409,47502
487,497,425,241056
120,343,52,6336
24,487,492,17298
184,250,51,6912
425,198,339,69498
129,401,300,40014
100,141,139,5103
66,175,62,1980
443,292,269,81396
406,118,273,33696
197,105,151,8190
56,311,318,14400
109,330,174,14553
229,108,119,7560
460,70,24,2610
